amount,timestamp,transaction_type,mcc_code,merchant_city,merchant_state,merchant_country,entry_mode,card_present,is_international,response_code,txn_count_1h,txn_amount_1h,distinct_merchants_24h,distinct_countries_30d,is_fraud
383.03,2024-01-27T04:00:00.000000,purchase,5812,Chicago,TX,US,chip,true,false,51,3,242.46,3,1,false
190.81,2024-03-21T19:00:00.000000,refund,5411,New York,TX,US,ecommerce,true,false,00,0,399.69,3,2,false
3.94,2024-01-26T21:00:00.000000,refund,5812,Austin,TX,US,chip,true,false,00,4,431.01,3,3,false
176.53,2024-02-11T08:00:00.000000,refund,7011,Austin,TX,US,chip,true,false,00,3,171.42,3,2,false
376.98,2024-08-14T21:00:00.000000,refund,5814,New York,NY,US,contactless,true,false,51,4,42.2,4,2,false
426.87,2024-08-05T15:00:00.000000,refund,5812,Austin,IL,US,contactless,true,false,00,0,72.54,2,3,false
476.76,2024-11-06T14:00:00.000000,purchase,5912,Austin,NY,US,ecommerce,false,false,00,1,466.97,1,2,false
210.09,2024-07-31T08:00:00.000000,purchase,7011,Austin,IL,US,contactless,true,false,51,2,77.08,6,3,false
374.01,2024-04-20T16:00:00.000000,refund,5814,Austin,NY,US,chip,false,false,00,3,247.97,3,2,false
273.52,2024-02-28T11:00:00.000000,refund,7011,Chicago,TX,US,contactless,true,false,00,3,496.79,8,3,false
302.02,2024-08-08T03:00:00.000000,purchase,7011,Chicago,NY,US,contactless,true,false,00,2,385.18,5,3,false
111.05,2024-05-25T21:00:00.000000,purchase,5912,Chicago,NY,US,contactless,true,false,00,2,118.97,6,1,false
110.49,2024-12-13T18:00:00.000000,refund,5814,New York,TX,US,contactless,false,false,51,3,220.09,3,1,false
218.48,2024-09-06T16:00:00.000000,purchase,5812,New York,IL,US,ecommerce,false,false,51,1,318.79,4,2,false
15.48,2024-12-07T09:00:00.000000,purchase,5814,New York,IL,US,contactless,false,false,00,3,105.43,1,1,false
168.73,2024-01-24T07:00:00.000000,refund,5812,Chicago,TX,US,chip,true,true,51,2,367.18,6,2,false
339.89,2024-07-21T19:00:00.000000,refund,5912,New York,TX,US,contactless,true,false,00,4,172.54,6,2,false
202.75,2024-01-29T00:00:00.000000,refund,7011,Austin,TX,US,ecommerce,true,false,00,0,321.13,3,2,false
83.36,2024-04-14T09:00:00.000000,refund,5812,Austin,TX,US,ecommerce,false,false,00,4,377.74,6,2,false
234.23,2024-04-18T04:00:00.000000,purchase,4111,Austin,TX,US,ecommerce,true,false,00,1,58.0,8,2,false
64.69,2024-05-10T09:00:00.000000,purchase,5814,Austin,NY,US,chip,true,false,51,3,83.8,3,2,false
